company,rank,rank_change, revenue , profit , num. of employees ,sector,city,state,newcomer,ceo_founder,ceo_woman,profitable,prev_rank,CEO,Website,Ticker, Market Cap 
Fiserv,311,177," 10,187 ", 893 ," 44,000 ",Business Services,Brookfield,WI,no,no,no,yes,488,Frank J. Bisignano,https://www.fiserv.com,FISV," 73,172 "
BorgWarner,312,-11," 10,168 ", 746 ," 29,000 ",Motor Vehicles & Parts,Auburn Hills,MI,no,no,no,yes,301,Frederic B. Lissalde,https://www.borgwarner.com,BWA," 5,037 "
Oneok,313,-57," 10,164 "," 1,279 "," 2,882 ",Energy,Tulsa,OK,no,no,no,yes,256,Terry K. Spencer,https://www.oneok.com,OKE," 9,015 "
O&#8217;Reilly Automotive,314,15," 10,150 "," 1,391 "," 67,663 ",Retailing,Springfield,MO,no,no,no,yes,329,Gregory D. Johnson,https://www.oreillyauto.com,ORLY," 22,353 "
Assurant,315,63," 10,087 ", 383 ," 13,900 ",Financials,New York,NY,no,no,no,yes,378,Alan B. Colberg,https://www.assurant.com,AIZ," 6,218 "
Newell Brands,316,-73," 10,083 ", 107 ," 30,000 ",Household Products,Atlanta,GA,no,no,no,yes,243,Ravichandra K. Saligram,https://www.newellbrands.com,NWL," 5,949 "
Public Service Enterprise Group,317,6," 10,076 "," 1,693 "," 12,992 ",Energy,Newark,NJ,no,no,no,yes,323,Ralph Izzo,https://www.pseg.com,PEG," 22,685 "
News Corp.,318,23," 10,074 ", 155 ," 28,000 ",Media,New York,NY,no,no,no,yes,341,Robert J. Thomson,https://www.newscorp.com,NWSA," 5,280 "
Calpine,319,11," 10,072 ", 770 ," 2,256 ",Energy,Houston,TX,no,no,no,yes,330,John B. Hill III,https://www.calpine.com,,
Auto-Owners Insurance,320,62," 10,007 "," 1,352 "," 6,141 ",Financials,Lansing,MI,no,no,no,yes,382,Jeffrey S. Tagsold,https://www.auto-owners.com,,
Mohawk Industries,321,-6," 9,971 ", 744 ," 41,800 ",Household Products,Calhoun,GA,no,no,no,yes,315,Jeffrey S. Lorberbaum,https://www.mohawkind.com,MHK," 5,464 "
PVH,322,2," 9,909 ", 417 ," 30,750 ",Apparel,New York,NY,no,no,no,yes,324,Stefan Larsson,https://www.pvh.com,PVH," 2,746 "
Campbell Soup,322,27," 9,909 ", 211 ," 19,000 ","Food, Beverages & Tobacco",Camden,NJ,no,no,no,yes,349,Mark A. Clouse,https://www.campbellsoupcompany.com,CPB," 13,929 "
NRG Energy,324,-33," 9,871 "," 4,438 "," 4,577 ",Energy,Princeton,NJ,no,no,no,yes,291,Mauricio Gutierrez,https://www.nrg.com,NRG," 6,830 "
Fifth Third Bancorp,325,59," 9,790 "," 2,512 "," 19,869 ",Financials,Cincinnati,OH,no,no,no,yes,384,Greg D. Carmichael,https://www.53.com,FITB," 10,560 "
Hertz Global Holdings,326,5," 9,779 ", (58)," 38,000 ",Retailing,Estero,FL,no,no,no,no,331,Paul E. Stone,https://www.hertz.com,HTZ, 878 
Altice USA,327,0," 9,761 ", 139 ," 10,700 ",Telecommunications,Long Island City,NY,no,no,no,yes,327,Dexter G. Goei,https://www.alticeusa.com,ATUS," 14,110 "
Newmont,328,91," 9,740 "," 2,805 "," 16,600 ",Energy,Greenwood Village,CO,no,no,no,yes,419,Thomas R. Palmer,https://www.newmont.com,NEM," 51,030 "
Cheniere Energy,329,54," 9,730 ", 648 ," 1,530 ",Energy,Houston,TX,no,no,no,yes,383,Jack A. Fusco,https://www.cheniere.com,LNG," 8,512 "
Advance Auto Parts,330,-4," 9,709 ", 487 ," 53,000 ",Retailing,Raleigh,NC,no,no,no,yes,326,Thomas R. Greco,https://www.advanceautoparts.com,AAP," 6,461 "
Lam Research,331,-44," 9,654 "," 2,191 "," 10,700 ",Technology,Fremont,CA,no,no,no,yes,287,Timothy M. Archer,https://www.lamresearch.com,LRCX," 81,078 "
Owens & Minor,332,-15," 9,650 ", (62)," 15,400 ",Health Care,Mechanicsville,VA,no,no,no,no,317,Edward A. Pesicka,https://www.owens-minor.com,OMI, 577 
Equitable Holdings,333,0," 9,591 "," (1,733)"," 10,100 ",Financials,New York,NY,yes,no,no,no, ,Mark Pearson,https://www.equitableholdings.com,EQH," 6,707 "
Conagra Brands,334,52," 9,538 ", 678 ," 18,000 ","Food, Beverages & Tobacco",Chicago,IL,no,no,no,yes,386,Sean M. Connolly,https://www.conagrabrands.com,CAG," 14,291 "
Markel,335,106," 9,526 "," 1,791 "," 18,600 ",Financials,Glen Allen,VA,no,no,no,yes,441,Thomas S. Gayner/Richard R. Whitt III,https://www.markelcorp.com,MKL," 12,787 "
Jones Financial (Edward Jones),336,20," 9,526 "," 1,092 "," 49,000 ",Financials,Des Peres,MO,no,no,yes,yes,356,Penny Pennington,https://www.edwardjones.com/index.html,, - 
Hormel Foods,337,-9," 9,497 ", 979 ," 18,800 ","Food, Beverages & Tobacco",Austin,MN,no,no,no,yes,328,James P. Snee,https://www.hormelfoods.com,HRL," 25,082 "
Hilton Worldwide Holdings,338,7," 9,452 ", 881 ," 173,000 ","Hotels, Restaurants & Leisure",McLean,VA,no,no,no,yes,345,Christopher J. Nassetta,https://www.hilton.com,HLT," 29,881 "
Univar Solutions,339,14," 9,444 ", (100)," 10,300 ",Wholesalers,Downers Grove,IL,no,no,no,no,353,David C. Jukes,https://www.univarsolutions.com,UNVR," 1,810 "
United Rentals,340,39," 9,351 "," 1,174 "," 19,100 ",Business Services,Stamford,CT,no,no,no,yes,379,Matthew Flannery,https://www.unitedrentals.com,URI," 12,557 "
Pioneer Natural Resources,341,-8," 9,304 ", 756 ," 2,323 ",Energy,Irving,TX,no,no,no,yes,333,Scott D. Sheffield,https://www.pxd.com,PXD," 11,625 "
Delek US Holdings,342,-35," 9,298 ", 311 ," 3,707 ",Energy,Brentwood,TN,no,no,no,yes,307,Ezra Uzi Yemin,https://www.delekus.com,DK," 1,190 "
Eastman Chemical,343,-30," 9,273 ", 759 ," 14,500 ",Chemicals,Kingsport,TN,no,no,no,yes,313,Mark J. Costa,https://www.eastman.com,EMN," 6,330 "
EMCOR Group,344,31," 9,175 ", 325 ," 36,000 ",Engineering & Construction,Norwalk,CT,no,no,no,yes,375,Anthony J. Guzzi,https://www.emcorgroup.com,EME," 3,450 "
Avis Budget Group,345,-7," 9,172 ", 302 ," 25,600 ",Retailing,Parsippany,NJ,no,no,no,yes,338,Joseph A. Ferraro,https://www.avisbudgetgroup.com,CAR, 967 
J.B. Hunt Transport Services,346,8," 9,165 ", 516 ," 29,056 ",Transportation,Lowell,AR,no,no,no,yes,354,John N. Roberts III,https://www.jbhunt.com,JBHT," 9,800 "
Xerox Holdings,347,-29," 9,145 "," 1,353 "," 27,000 ",Technology,Norwalk,CT,no,no,no,yes,318,John G. Visentin,https://www.xerox.com,XRX," 4,030 "
Wayfair,348,98," 9,127 ", (985)," 16,985 ",Retailing,Boston,MA,no,yes,no,no,446,Niraj S. Shah,https://www.wayfair.com,W," 29,247 "
KKR,349,0," 9,120 "," 2,005 "," 1,384 ",Financials,New York,NY,yes,no,no,yes, ,Henry R. Kravis/George R. Roberts,https://www.kkr.com,KKR," 19,913 "
AGCO,350,-15," 9,041 ", 125 ," 20,961 ",Industrials,Duluth,GA,no,no,no,yes,335,Eric P. Hansotia,https://www.agcocorp.com,AGCO," 3,546 "
Alleghany,351,86," 9,041 ", 858 ," 10,786 ",Financials,New York,NY,no,no,no,yes,437,Weston M. Hicks,https://www.alleghany.com,Y," 7,924 "
Icahn Enterprises,352,-186," 8,992 "," (1,098)"," 28,033 ",Financials,New York,NY,no,no,no,no,166,Keith Cozza,https://www.ielp.com,IEP," 10,366 "
Voya Financial,353,-10," 8,942 ", (351)," 6,000 ",Financials,New York,NY,no,no,no,no,343,Rodney O. Martin Jr.,https://www.voya.com,VOYA," 5,366 "
Ryder System,354,9," 8,926 ", (24)," 39,900 ",Transportation,Miami,FL,no,no,no,no,363,Robert E. Sanchez,https://www.ryder.com,R," 3,748 "
Air Products & Chemicals,355,-11," 8,919 "," 1,760 "," 17,570 ",Chemicals,Allentown,PA,no,no,no,yes,344,Seifi Ghasemi,https://www.airproducts.com,APD," 44,050 "
Mosaic,356,-31," 8,906 "," (1,067)"," 12,600 ",Chemicals,Tampa,FL,no,no,no,no,325,James C. O'Rourke,https://www.mosaicco.com,MOS," 4,098 "
Huntington Ingalls Industries,357,14," 8,899 ", 549 ," 42,000 ",Aerospace & Defense,Newport News,VA,no,no,no,yes,371,C. Michael Petters,https://www.huntingtoningalls.com,HII," 7,420 "
Berry Global Group,358,31," 8,878 ", 404 ," 48,000 ",Materials,Evansville,IN,no,no,no,yes,389,Thomas E. Salmon,https://www.berryglobal.com,BERY," 4,463 "
Anixter International,359,5," 8,846 ", 263 ," 9,400 ",Wholesalers,Glenview,IL,no,no,no,yes,364,William A. Galvin,https://www.anixter.com,," 2,973 "
Alaska Air Group,360,8," 8,781 ", 769 ," 24,134 ",Transportation,Seattle,WA,no,no,no,yes,368,Bradley D. Tilden,https://www.alaskaair.com,ALK," 3,490 "
Yum China Holdings,361,1," 8,776 ", 713 ," 450,000 ","Hotels, Restaurants & Leisure",Plano,TX,no,no,yes,yes,362,Joey Wat,https://ir.yumchina.com,YUMC," 16,033 "
Dick&#8217;s Sporting Goods,362,-3," 8,751 ", 298 ," 28,450 ",Retailing,Coraopolis,PA,no,no,yes,yes,359,Lauren R. Hobart,https://www.dickssportinggoods.com,DKS," 1,848 "
Caesars Holdings,363,2," 8,742 "," (1,195)"," 64,000 ","Hotels, Restaurants & Leisure",Las Vegas,NV,no,no,no,no,365,Thomas R. Reeg,https://www.caesars.com,," 4,612 "
Genworth Financial,364,-4," 8,681 ", 343 ," 3,100 ",Financials,Richmond,VA,no,no,no,yes,360,Thomas J. McInerney,https://www.genworth.com,GNW," 1,676 "
Targa Resources,365,-63," 8,671 ", (209)," 2,680 ",Energy,Houston,TX,no,no,no,no,302,Matthew Meloy,https://www.targaresources.com,TRGP," 1,611 "
Coty,366,-32," 8,649 "," (3,784)"," 19,000 ",Household Products,New York,NY,no,no,yes,no,334,Sue Y. Nabi,https://www.coty.com,COTY," 3,924 "
Dana,367,6," 8,620 ", 226 ," 36,300 ",Motor Vehicles & Parts,Maumee,OH,no,no,no,yes,373,James K. Kamsickas,https://www.dana.com,DAN," 1,128 "
Thrivent Financial for Lutherans,368,-17," 8,612 ", 968 ," 3,235 ",Financials,Minneapolis,MN,no,no,yes,yes,351,Teresa J. Rasmussen,https://www.thrivent.com,,
Autoliv,369,-48," 8,548 ", 462 ," 61,957 ",Motor Vehicles & Parts,Auburn Hills,MI,no,no,no,yes,321,Mikael Bratt,https://www.autoliv.com,ALV," 4,017 "
SpartanNash,370,7," 8,536 ", 6 ," 13,800 ",Wholesalers,Byron Center,MI,no,no,no,yes,377,Tony B. Sarsam,https://www.spartannash.com,SPTN, 521 
Eversource Energy,371,-13," 8,527 ", 909 ," 8,234 ",Energy,Springfield,MA,no,no,no,yes,358,James J. Judge,https://www.eversource.com,ES," 25,835 "
Darden Restaurants,372,4," 8,510 ", 713 ," 184,514 ","Hotels, Restaurants & Leisure",Orlando,FL,no,no,no,yes,376,Eugene I. Lee Jr.,https://www.darden.com,DRI," 6,580 "
Chesapeake Energy,373,-64," 8,489 ", (308)," 2,300 ",Energy,Oklahoma City,OK,no,no,no,no,309,Robert D. Lawler,https://www.chk.com,CHKAQ, 338 
NOV,374,-17," 8,479 "," (6,095)"," 34,645 ",Energy,Houston,TX,no,no,no,no,357,Clay C. Williams,https://www.nov.com,NOV," 3,794 "
Fidelity National Financial,375,27," 8,469 "," 1,062 "," 23,484 ",Financials,Jacksonville,FL,no,no,no,yes,402,Raymond R. Quirk,https://www.fnf.com,FNF," 6,854 "
Erie Insurance Group,376,5," 8,443 ", 551 ," 5,778 ",Financials,Erie,PA,no,no,no,yes,381,Timothy G. NeCastro,https://www.erieinsurance.com,,
Oshkosh,377,18," 8,382 ", 579 ," 15,400 ",Industrials,Oshkosh,WI,no,no,no,yes,395,Wilson R. Jones,https://www.oshkoshcorp.com,OSK," 6,517 "
Casey&#8217;s General Stores,378,30," 8,365 ", 204 ," 26,866 ",Retailing,Ankeny,IA,no,no,no,yes,408,Darren M. Rebelez,https://www.caseys.com,CASY," 4,875 "
WESCO International,379,-9," 8,359 ", 223 ," 9,500 ",Wholesalers,Pittsburgh,PA,no,no,no,yes,370,John J. Engel,https://www.wesco.com,WCC," 4,294 "
Tractor Supply,380,8," 8,352 ", 562 ," 24,000 ",Retailing,Brentwood,TN,no,no,no,yes,388,Harry A. Lawton III,https://www.tractorsupply.com,TSCO," 9,810 "
CommScope Holding,381,0," 8,345 ", (930)," 30,000 ",Technology,Hickory,NC,yes,no,no,no, ,Charles L. Treadway,https://www.commscope.com,COMM," 1,779 "
Huntsman,382,-106," 8,342 ", 562 ," 10,000 ",Chemicals,The Woodlands,TX,no,no,no,yes,276,Peter R. Huntsman,https://www.huntsman.com,HUN," 3,217 "
American Financial Group,383,44," 8,237 ", 897 ," 7,700 ",Financials,Cincinnati,OH,no,no,no,yes,427,Carl H. Lindner lll/S. Craig Lindner,https://www.afginc.com,AFG," 6,331 "
Masco,384,-18," 8,235 ", 935 ," 22,000 ",Household Products,Livonia,MI,no,no,no,yes,366,Keith J. Allman,https://www.masco.com,MAS," 9,118 "
Sanmina,385,44," 8,234 ", 142 ," 38,500 ",Technology,San Jose,CA,no,no,no,yes,429,Jure Sola,https://www.sanmina.com,SANM," 1,927 "
Amphenol,386,-17," 8,225 "," 1,155 "," 74,000 ",Technology,Wallingford,CT,no,no,no,yes,369,R. Adam Norwitt,https://www.amphenol.com,APH," 21,726 "
Williams,387,-39," 8,201 ", 850 ," 4,812 ",Energy,Tulsa,OK,no,no,no,yes,348,Alan S. Armstrong,https://www.williams.com,WMB," 17,166 "
Westinghouse Air Brake,388,0," 8,200 ", 327 ," 27,500 ",Industrials,Pittsburgh,PA,yes,no,no,yes, ,Rafael O. Santana,https://www.wabteccorp.com,WAB," 9,227 "
Expeditors Intl. of Washington,389,-15," 8,175 ", 590 ," 18,000 ",Transportation,Seattle,WA,no,no,no,yes,374,Jeffrey S. Musser,https://www.expeditors.com,EXPD," 11,208 "
Andersons,390,0," 8,170 ", 18 ," 2,284 ","Food, Beverages & Tobacco",Maumee,OH,yes,no,no,yes, ,Patrick E. Bowe,https://www.andersonsinc.com,ANDE, 629 
Westlake Chemical,391,-39," 8,118 ", 421 ," 9,430 ",Chemicals,Houston,TX,no,no,no,yes,352,Albert Yuan Chao,https://www.westlake.com,WLK," 4,901 "
Constellation Brands,392,11," 8,116 "," 3,436 "," 9,800 ","Food, Beverages & Tobacco",Victor,NY,no,no,no,yes,403,William A. Newlands,https://www.cbrands.com,STZ," 27,601 "
Frontier Communications,393,-38," 8,107 "," (5,911)"," 18,317 ",Telecommunications,Norwalk,CT,no,no,no,no,355,Nicholas Jeffery,https://www.frontier.com,FTRCQ, 40 
JetBlue Airways,394,5," 8,094 ", 569 ," 19,032 ",Transportation,Long Island City,NY,no,no,no,yes,399,Robin Hayes,https://www.jetblue.com,JBLU," 2,526 "
Citizens Financial Group,395,20," 8,066 "," 1,791 "," 17,997 ",Financials,Providence,RI,no,no,no,yes,415,Bruce W. Van Saun,https://www.citizensbank.com,CFG," 8,040 "
Raymond James Financial,396,11," 8,023 "," 1,034 "," 14,200 ",Financials,St. Petersburg,FL,no,no,no,yes,407,Paul C. Reilly,https://www.raymondjames.com,RJF," 14,236 "
Foot Locker,397,-12," 8,005 ", 491 ," 33,294 ",Retailing,New York,NY,no,no,no,yes,385,Richard A. Johnson,https://www.footlocker-inc.com,FL," 2,297 "
Hershey,398,-7," 7,986 "," 1,150 "," 15,330 ","Food, Beverages & Tobacco",Hershey,PA,no,no,yes,yes,391,Michele G. Buck,https://www.thehersheycompany.com,HSY," 27,792 "
Zimmer Biomet Holdings,399,-12," 7,982 "," 1,132 "," 19,900 ",Health Care,Warsaw,IN,no,no,no,yes,387,Bryan C. Hanson,https://www.zimmerbiomet.com,ZBH," 20,891 "
Cincinnati Financial,400,0," 7,924 "," 1,997 "," 5,200 ",Financials,Fairfield,OH,yes,no,no,yes, ,Steven J. Johnston,https://www.cinfin.com,CINF," 12,242 "
Western & Southern Financial Group,401,20," 7,921 ", 245 ," 2,787 ",Financials,Cincinnati,OH,no,no,no,yes,421,John F. Barrett,https://www.westernsouthern.com,,
W.R. Berkley,402,-5," 7,902 ", 682 ," 7,493 ",Financials,Greenwich,CT,no,no,no,yes,397,W. Robert Berkley Jr.,https://www.berkley.com,WRB," 9,569 "
Motorola Solutions,403,13," 7,887 ", 868 ," 17,000 ",Technology,Chicago,IL,no,no,no,yes,416,Gregory Q. Brown,https://www.motorolasolutions.com,MSI," 29,314 "
Thor Industries,404,-37," 7,865 ", 133 ," 21,750 ",Motor Vehicles & Parts,Elkhart,IN,no,no,no,yes,367,Robert W. Martin,https://www.thorindustries.com,THO," 2,328 "
Regeneron Pharmaceuticals,405,45," 7,863 "," 2,116 "," 8,100 ",Health Care,Tarrytown,NY,no,yes,no,yes,450,Leonard Schleifer,https://www.regeneron.com,REGN," 61,028 "
Spirit AeroSystems Holdings,406,14," 7,863 ", 530 ," 18,200 ",Aerospace & Defense,Wichita,KS,no,no,no,yes,420,Thomas C. Gentile III,https://www.spiritaero.com,SPR," 2,507 "
J.M. Smucker,407,7," 7,838 ", 514 ," 7,400 ","Food, Beverages & Tobacco",Orrville,OH,no,no,no,yes,414,Mark T. Smucker,https://www.jmsmucker.com,SJM," 12,658 "
PPL,408,-16," 7,769 "," 1,746 "," 12,280 ",Energy,Allentown,PA,no,no,no,yes,392,Vincent Sorgi,https://www.pplweb.com,PPL," 18,950 "
Insight Enterprises,409,21," 7,731 ", 159 ," 11,261 ",Technology,Tempe,AZ,no,no,no,yes,430,Kenneth T. Lamneck,https://www.insight.com,NSIT," 2,842 "
Quest Diagnostics,410,-6," 7,726 ", 858 ," 47,000 ",Health Care,Secaucus,NJ,no,no,no,yes,404,Stephen H. Rusckowski,https://www.questdiagnostics.com,DGX," 17,164 "
KeyCorp,411,2," 7,694 "," 1,717 "," 17,045 ",Financials,Cleveland,OH,no,no,no,yes,413,Christopher Gorman,https://www.key.com,KEY," 10,058 "
Veritiv,412,-65," 7,659 ", (30)," 8,000 ",Wholesalers,Atlanta,GA,no,no,no,no,347,Salvatore A. Abbate,https://www.veritivcorp.com,VRTV, 127 
DCP Midstream,413,-93," 7,625 ", 17 ," 2,250 ",Energy,Denver,CO,no,no,no,yes,320,Wouter T. van Kempen,https://www.dcpmidstream.com,DCP, 848 
American Tower,414,-4," 7,580 "," 1,888 "," 5,454 ",Financials,Boston,MA,no,no,no,yes,410,Thomas A. Bartlett,https://www.americantower.com,AMT," 98,962 "
Graybar Electric,415,8," 7,524 ", 145 ," 9,000 ",Wholesalers,St. Louis,MO,no,no,yes,yes,423,Kathleen M. Mazzarella,https://www.graybar.com,, - 
WEC Energy Group,416,-18," 7,523 "," 1,134 "," 7,509 ",Energy,Milwaukee,WI,no,no,no,yes,398,J. Kevin Fletcher,https://www.wecenergygroup.com,WEC," 27,799 "
NVR,417,7," 7,428 ", 879 ," 5,700 ",Engineering & Construction,Reston,VA,no,no,no,yes,424,Paul C. Saville,https://www.nvrinc.com,NVR," 15,920 "
Ulta Beauty,418,31," 7,398 ", 706 ," 31,000 ",Retailing,Bolingbrook,IL,no,no,yes,yes,449,Mary N. Dillon,https://www.ulta.com,ULTA," 9,894 "
Devon Energy,419,-122," 7,372 ", (355)," 1,800 ",Energy,Oklahoma City,OK,no,no,no,no,297,David A. Hager,https://www.devonenergy.com,DVN," 2,646 "
Blackstone Group,420,22," 7,338 "," 2,050 "," 2,905 ",Financials,New York,NY,no,yes,no,yes,442,Stephen A. Schwarzman,https://www.blackstone.com,BX," 30,696 "
Dean Foods,421,-28," 7,329 ", (500)," 14,500 ","Food, Beverages & Tobacco",Dallas,TX,no,no,no,no,393,Gary W. Rahlfs,https://www.deanfoods.com,DFODQ, 10 
Fortive,422,0," 7,326 ", 739 ," 25,000 ",Industrials,Everett,WA,no,no,no,yes,422,James A. Lico,https://www.fortive.com,FTV," 23,672 "
UGI,423,-23," 7,320 ", 256 ," 12,800 ",Energy,King of Prussia,PA,no,no,no,yes,400,John L. Walsh,https://www.ugicorp.com,UGI," 5,562 "
Burlington Stores,424,27," 7,286 ", 465 ," 47,000 ",Retailing,Burlington,NJ,no,no,no,yes,451,,https://www.burlingtoninvestors.com,BURL," 10,441 "
Builders FirstSource,425,-31," 7,280 ", 222 ," 15,800 ",Materials,Dallas,TX,no,no,no,yes,394,M. Chad Crow,https://www.bldr.com,BLDR," 1,420 "
Toll Brothers,426,2," 7,224 ", 590 ," 5,100 ",Engineering & Construction,Horsham,PA,no,no,no,yes,428,Douglas C. Yearley Jr.,https://www.tollbrothers.com,TOL," 6,075 "
Old Republic International,427,54," 7,214 "," 1,056 "," 9,000 ",Financials,Chicago,IL,no,no,no,yes,481,Craig R. Smiddy,https://www.oldrepublic.com,ORI," 4,635 "
Asbury Automotive Group,428,11," 7,210 ", 184 ," 8,500 ",Retailing,Duluth,GA,no,no,no,yes,439,David W. Hult,https://www.asburyauto.com,ABG," 1,065 "
Arthur J. Gallagher,429,6," 7,195 ", 669 ," 33,247 ",Financials,Rolling Meadows,IL,no,no,no,yes,435,J. Patrick Gallagher Jr.,https://www.ajg.com,AJG," 15,455 "
MasTec,430,6," 7,183 ", 392 ," 21,000 ",Engineering & Construction,Coral Gables,FL,no,no,no,yes,436,José R. Mas,https://www.mastec.com,MTZ," 6,040 "
Owens Corning,431,0," 7,160 ", 405 ," 19,000 ",Materials,Toledo,OH,no,no,no,yes,431,Brian D. Chambers,https://www.owenscorning.com,OC," 4,201 "
Magellan Health,432,-15," 7,159 ", 56 ," 10,100 ",Health Care,Phoenix,AZ,no,no,no,yes,417,Kenneth J. Fasola,https://www.magellanhealth.com,MGLN," 1,188 "
Dover,433,-21," 7,136 ", 678 ," 24,000 ",Industrials,Downers Grove,IL,no,no,no,yes,412,Richard J. Tobin,https://www.dovercorporation.com,DOV," 12,094 "
Beacon Roofing Supply,434,30," 7,105 ", (11)," 8,147 ",Wholesalers,Herndon,VA,no,no,no,no,464,Julian G. Francis,https://www.becn.com,BECN," 1,138 "
Avery Dennison,435,-10," 7,070 ", 304 ," 30,000 ",Materials,Glendale,CA,no,no,no,yes,425,Mitchell R. Butier,https://www.averydennison.com,AVY," 8,485 "
Hanesbrands,436,8," 6,967 ", 601 ," 63,000 ",Apparel,Winston-Salem,NC,no,no,no,yes,444,Stephen B. Bratspies,https://www.hanes.com,HBI," 2,817 "
Packaging Corp. of America,437,-5," 6,964 ", 696 ," 15,500 ",Materials,Lake Forest,IL,no,no,no,yes,432,Mark W. Kowlzan,https://www.packagingcorp.com,PKG," 13,321 "
M&T Bank,438,24," 6,941 "," 1,929 "," 17,386 ",Financials,Buffalo,NY,no,no,no,yes,462,René F. Jones,https://www.mtb.com,MTB," 18,440 "
NCR,439,26," 6,915 ", 564 ," 36,000 ",Technology,Atlanta,GA,no,no,no,yes,465,Michael D. Hayford,https://www.ncr.com,NCR," 2,287 "
Northern Trust,440,13," 6,895 "," 1,492 "," 19,800 ",Financials,Chicago,IL,no,no,no,yes,453,Michael G. O&#039;Grady,https://www.northerntrust.com,NTRS," 19,730 "
Cintas,441,18," 6,892 ", 885 ," 45,000 ",Business Services,Cincinnati,OH,no,no,no,yes,459,Scott D. Farmer,https://www.cintas.com,CTAS," 18,024 "
Polaris,442,34," 6,863 ", 324 ," 14,000 ",Transportation,Medina,MN,no,no,no,yes,476,Michael T. Speetzen,https://www.polaris.com,PII," 7,219 "
CMS Energy,443,-3," 6,845 ", 680 ," 8,459 ",Energy,Jackson,MI,no,no,yes,yes,440,Patricia K. Poppe,https://www.cmsenergy.com,CMS," 16,697 "
Seaboard,444,11," 6,840 ", 283 ," 13,100 ","Food, Beverages & Tobacco",Merriam,KS,no,no,no,yes,455,Robert L. Steer,https://www.seaboardcorp.com,SEB," 3,274 "
Intuit,445,37," 6,784 "," 1,557 "," 9,400 ",Technology,Mountain View,CA,no,no,no,yes,482,Sasan K. Goodarzi,https://www.intuit.com,INTU," 102,329 "
Regions Financial,446,1," 6,755 "," 1,582 "," 19,564 ",Financials,Birmingham,AL,no,no,no,yes,447,John M. Turner Jr.,https://www.regions.com,RF," 8,588 "
FM Global,447,0," 6,743 "," 2,479 "," 5,591 ",Financials,Johnston,RI,yes,no,no,yes, ,Thomas A. Lawson,https://www.fmglobal.com,,
Advanced Micro Devices (AMD),448,12," 6,731 ", 341 ," 11,400 ",Technology,Santa Clara,CA,no,no,yes,yes,460,Lisa T. Su,https://www.amd.com,AMD," 106,741 "
Ovintiv,449,0," 6,726 ", 234 ," 2,571 ",Energy,Denver,CO,yes,no,no,yes, ,Douglas J. Suttles,https://www.ovintiv.com,OVV, 702 
Booz Allen Hamilton Holding,450,25," 6,704 ", 419 ," 26,100 ",Technology,McLean,VA,no,no,no,yes,475,Horacio D. Rozanski,https://www.boozallen.com,BAH," 13,101 "
S&P Global,451,19," 6,699 "," 2,123 "," 22,500 ",Business Services,New York,NY,no,no,no,yes,470,Douglas L. Peterson,https://www.spglobal.com,SPGI," 77,459 "
Rockwell Automation,452,0," 6,695 ", 696 ," 23,000 ",Industrials,Milwaukee,WI,no,no,no,yes,452,Blake D. Moret,https://www.rockwellautomation.com,ROK," 17,533 "
O-I Glass,453,-15," 6,691 ", (400)," 27,500 ",Materials,Perrysburg,OH,no,no,no,no,438,Andres A. Lopez,https://www.o-i.com,OI," 1,109 "
Wynn Resorts,454,-6," 6,611 ", 123 ," 30,200 ","Hotels, Restaurants & Leisure",Las Vegas,NV,no,no,no,yes,448,Matthew O. Maddox,https://www.wynnresorts.com,WYNN," 11,874 "
Securian Financial Group,455,0," 6,601 ", 435 ," 6,400 ",Financials,St. Paul,MN,yes,no,no,yes, ,Christopher M. Hilger,https://www.securian.com,,
Alliance Data Systems,456,-66," 6,581 ", 278 ," 8,500 ",Business Services,Columbus,OH,no,no,no,yes,390,Ralph J. Andretta,https://www.alliancedata.com,ADS," 1,603 "
Weyerhaeuser,457,-51," 6,554 ", (76)," 9,400 ",Materials,Seattle,WA,no,no,no,no,406,Devin W. Stockfish,https://www.weyerhaeuser.com,WY," 12,637 "
Brighthouse Financial,457,-115," 6,554 ", (740)," 1,330 ",Financials,Charlotte,NC,no,no,no,no,342,Eric T. Steigerwalt,https://www.brighthousefinancial.com,BHF," 2,540 "
Intercontinental Exchange,459,10," 6,547 "," 1,933 "," 5,989 ",Financials,Atlanta,GA,no,yes,no,yes,469,Jeffrey Sprecher,https://www.intercontinentalexchange.com,ICE," 56,723 "
American Axle & Manufacturing,460,-42," 6,531 ", (485)," 20,000 ",Motor Vehicles & Parts,Detroit,MI,no,no,no,no,418,David C. Dauch,https://www.aam.com,AXL, 408 
Hess,461,0," 6,510 ", (408)," 1,775 ",Energy,New York,NY,no,no,no,no,461,John B. Hess,https://www.hess.com,HES," 10,164 "
ABM Industries,462,1," 6,499 ", 127 ," 140,000 ",Business Services,New York,NY,no,no,no,yes,463,Scott B. Salmirs,https://www.abm.com,ABM," 1,623 "
Activision Blizzard,463,-58," 6,489 "," 1,503 "," 9,200 ",Media,Santa Monica,CA,no,no,no,yes,405,Robert A. Kotick,https://www.activisionblizzard.com,ATVI," 73,515 "
GameStop,464,-118," 6,466 ", (471)," 30,000 ",Retailing,Grapevine,TX,no,no,no,no,346,George E. Sherman,https://www.gamestop.com,GME, 226 
APA,465,-54," 6,411 "," (3,553)"," 3,163 ",Energy,Houston,TX,no,no,no,no,411,John J. Christmann IV,https://apacorp.com/,APA," 6,595 "
