company,rank,rank_change, revenue , profit , num. of employees ,sector,city,state,newcomer,ceo_founder,ceo_woman,profitable,prev_rank,CEO,Website,Ticker, Market Cap 
Akamai Technologies,806,0," 2,894 ", 478 ," 7,724 ",Technology,Cambridge,MA,,yes,no,yes, ,F. Thomson Leighton,https://www.akamai.com,AKAM," 14,811 "
Avaya Holdings,807,0," 2,887 ", (671)," 7,900 ",Technology,Santa Clara,CA,,no,no,no, ,James M. Chirico Jr.,https://www.avaya.com,AVYA, 771 
Maximus,808,0," 2,887 ", 241 ," 29,600 ",Technology,Reston,VA,,no,no,yes, ,Bruce L. Caswell,https://www.maximus.com,MMS," 3,722 "
PerkinElmer,809,0," 2,884 ", 228 ," 13,000 ",Technology,Waltham,MA,,no,no,yes, ,Prahlad R. Singh,https://www.perkinelmer.com,PKI," 8,379 "
Hawaiian Electric Industries,810,0," 2,875 ", 218 ," 3,841 ",Energy,Honolulu,HI,,no,yes,yes, ,Constance H. Lau,https://www.hei.com,HE," 4,699 "
Kansas City Southern,811,0," 2,866 ", 539 ," 7,040 ",Transportation,Kansas City,MO,,no,no,yes, ,Patrick J. Ottensmeyer,https://www.kcsouthern.com,KSU," 12,229 "
AptarGroup,812,0," 2,860 ", 242 ," 14,000 ",Materials,Crystal Lake,IL,,no,no,yes, ,Stephan B. Tanda,https://www.aptar.com,ATR," 6,475 "
Public Storage,813,0," 2,847 "," 1,521 "," 5,900 ",Financials,Glendale,CA,,no,no,yes, ,Joseph D. Russell Jr.,https://www.publicstorage.com,PSA," 34,685 "
Selective Insurance Group,814,0," 2,847 ", 272 ," 2,400 ",Financials,Branchville,NJ,,no,no,yes, ,John J. Marchioni,https://www.selective.com,SIGI," 2,968 "
ITT,815,0," 2,846 ", 325 ," 10,500 ",Industrials,White Plains,NY,,no,no,yes, ,Luca Savi,https://www.itt.com,ITT," 3,993 "
Donaldson,816,0," 2,845 ", 267 ," 14,100 ",Industrials,Minneapolis,MN,,no,no,yes, ,Tod E. Carpenter,https://www.donaldson.com,DCI," 4,897 "
Park Hotels & Resorts,817,0," 2,844 ", 306 , 488 ,Financials,Tysons,VA,,no,no,yes, ,Thomas J. Baltimore Jr.,https://www.pkhotelsandresorts.com,PK," 1,898 "
Kirby,818,0," 2,838 ", 142 ," 5,550 ",Transportation,Houston,TX,,no,no,yes, ,David W. Grzebinski,https://www.kirbycorp.com,KEX," 2,608 "
Hawaiian Holdings,819,0," 2,832 ", 224 ," 7,437 ",Transportation,Honolulu,HI,,no,no,yes, ,Peter R. Ingram,https://www.hawaiianairlines.com,HA, 480 
Popular,820,0," 2,831 ", 671 ," 8,560 ",Financials,Hato Rey,PR,,no,no,yes, ,Ignacio Alvarez,https://www.popular.com,BPOP," 3,103 "
Range Resources,821,0," 2,828 "," (1,716)", 655 ,Energy,Fort Worth,TX,,no,no,no, ,Jeffrey L. Ventura,https://www.rangeresources.com,RRC, 581 
PC Connection,822,0," 2,820 ", 82 ," 2,609 ",Wholesalers,Merrimack,NH,,no,no,yes, ,Timothy J. McGrath,https://www.connection.com,CNXN," 1,086 "
Amica Mutual Insurance,823,0," 2,809 ", 173 ," 3,983 ",Financials,Lincoln,RI,,no,no,yes, ,Robert A. DiMuccio,https://www.amica.com,,
EnerSys,824,0," 2,808 ", 160 ," 11,000 ",Industrials,Reading,PA,,no,no,yes, ,David M. Shaffer,https://www.enersys.com,ENS," 2,095 "
Helmerich & Payne,825,0," 2,799 ", (34)," 8,502 ",Energy,Tulsa,OK,,no,no,no, ,John W. Lindsay,https://www.hpinc.com,HP," 1,704 "
NLV Financial,826,0," 2,772 ", 224 ," 1,278 ",Financials,Montpelier,VT,,no,no,yes, ,Mehran Assadi,https://www.nationallife.com,,
Valmont Industries,827,0," 2,767 ", 154 ," 9,862 ",Materials,Omaha,NE,,no,no,yes, ,Stephen G. Kaniewski,https://www.valmont.com,VMI," 2,281 "
PAE,828,0," 2,764 ", (50)," 20,000 ",Aerospace & Defense,Falls Church,VA,,no,no,no, ,John E. Heller,https://www.pae.com,PAE, 597 
Texas Roadhouse,829,0," 2,756 ", 175 ," 35,554 ","Hotels, Restaurants & Leisure",Louisville,KY,,yes,no,yes, ,W. Kent Taylor,https://www.texasroadhouse.com,TXRH," 2,867 "
Cooper Tire & Rubber,830,0," 2,753 ", 96 ," 8,720 ",Motor Vehicles & Parts,Findlay,OH,,no,no,yes, ,Bradley E. Hughes,https://www.coopertire.com,CTB, 819 
Euronet Worldwide,831,0," 2,750 ", 347 ," 7,700 ",Business Services,Leawood,KS,,no,no,yes, ,Michael J. Brown,https://www.euronetworldwide.com,EEFT," 4,588 "
Zillow Group,832,0," 2,743 ", (305)," 5,249 ",Technology,Seattle,WA,,yes,no,no, ,Richard N. Barton,https://www.zillowgroup.com,ZG," 7,411 "
Atlas Air Worldwide Holdings,833,0," 2,739 ", (293)," 3,587 ",Transportation,Purchase,NY,,no,no,no, ,John W. Dietrich,https://www.atlasair.com,AAWW, 666 
Energizer Holdings,834,0," 2,730 ", 51 ," 7,500 ",Household Products,St. Louis,MO,,no,no,yes, ,Mark S. LaVigne,https://www.energizerholdings.com,ENR," 2,100 "
Magellan Midstream Partners,835,0," 2,728 "," 1,021 "," 1,884 ",Energy,Tulsa,OK,,no,no,yes, ,Michael N. Mears,https://www.magellanlp.com,MMP," 8,310 "
Hain Celestial Group,836,0," 2,711 ", (183)," 5,441 ","Food, Beverages & Tobacco",Lake Success,NY,,no,no,no, ,Mark L. Schiller,https://www.hain.com,HAIN," 2,711 "
Univision Communications,837,0," 2,704 ", 287 ," 4,500 ",Media,New York,NY,,no,no,yes, ,Vincent L. Sadusky,https://corporate.univision.com,,
Equity Residential,838,0," 2,701 ", 970 ," 2,700 ",Financials,Chicago,IL,,no,no,yes, ,Mark J. Parrell,https://www.equityapartments.com,EQR," 22,955 "
Allison Transmission Holdings,839,0," 2,698 ", 604 ," 3,700 ",Motor Vehicles & Parts,Indianapolis,IN,,no,no,yes, ,David S. Graziosi,https://www.allisontransmission.com,ALSN," 3,819 "
Colony Capital,840,0," 2,690 "," (1,049)", 400 ,Financials,Los Angeles,CA,,yes,no,no, ,Marc C. Ganzi,https://www.clny.com,CLNY, 853 
TTM Technologies,841,0," 2,689 ", 41 ," 25,700 ",Technology,Santa Ana,CA,,no,no,yes, ,Thomas T. Edman,https://www.ttm.com,TTMI," 1,096 "
Clear Channel Outdoor Holdings,842,0," 2,684 ", (363)," 5,900 ",Business Services,San Antonio,TX,,no,no,no, ,C. William Eccleshare,https://www.clearchanneloutdoor.com,CCO, 299 
Guess,843,0," 2,678 ", 96 ," 15,800 ",Retailing,Los Angeles,CA,,no,no,yes, ,Carlos E. Alberini,https://www.guess.com,GES, 444 
Rent-A-Center,844,0," 2,670 ", 174 ," 14,500 ",Retailing,Plano,TX,,no,no,yes, ,Mitchell E. Fadel,https://www.rentacenter.com,RCII, 781 
Take-Two Interactive Software,845,0," 2,668 ", 334 ," 4,894 ",Media,New York,NY,,no,no,yes, ,Strauss Zelnick,https://www.take2games.com,TTWO," 18,790 "
Vishay Intertechnology,846,0," 2,668 ", 164 ," 22,400 ",Technology,Malvern,PA,,no,no,yes, ,Gerald Paul,https://www.vishay.com,VSH," 2,084 "
TransUnion,847,0," 2,656 ", 347 ," 8,000 ",Business Services,Chicago,IL,,no,no,yes, ,Christopher Cartwright,https://www.transunion.com,TRU," 16,086 "
Cooper,848,0," 2,653 ", 467 ," 12,000 ",Health Care,San Ramon,CA,,no,no,yes, ,Albert G. White III,https://www.coopercos.com,COO," 14,702 "
FleetCor Technologies,849,0," 2,649 ", 895 ," 8,700 ",Business Services,Atlanta,GA,,no,no,yes, ,Ronald F. Clarke,https://www.fleetcor.com,FLT," 15,936 "
RH,850,0," 2,647 ", 220 ," 4,750 ",Retailing,Corte Madera,CA,,no,no,yes, ,Gary G. Friedman,https://www.rh.com,RH," 1,933 "
Renewable Energy Group,851,0," 2,643 ", 380 , 829 ,Energy,Ames,IA,,no,yes,yes, ,Cynthia J. Warner,https://www.regi.com,REGI, 801 
BlueLinx Holdings,852,0," 2,637 ", (18)," 2,189 ",Wholesalers,Marietta,GA,,no,no,no, ,Mitchell B. Lewis,https://www.bluelinxco.com,BXC, 46 
California Resources,853,0," 2,634 ", (28)," 1,250 ",Energy,Santa Clarita,CA,,no,no,no, ,Mark A. McFarland,https://www.crc.com,CRC, 49 
TopBuild,854,0," 2,624 ", 191 ," 10,400 ",Engineering & Construction,Daytona Beach,FL,,no,no,yes, ,Robert Buck,https://www.topbuild.com,BLD," 5,536 "
Charles River Laboratories International,855,0," 2,621 ", 252 ," 17,100 ",Health Care,Wilmington,MA,,no,no,yes, ,James C. Foster,https://www.criver.com,CRL," 14,075 "
Comfort Systems USA,856,0," 2,615 ", 114 ," 12,000 ",Engineering & Construction,Houston,TX,,no,no,yes, ,Brian Lane,https://www.comfortsystemsusa.com,FIX," 1,879 "
Verisk Analytics,857,0," 2,607 ", 450 ," 9,180 ",Business Services,Jersey City,NJ,,no,no,yes, ,Scott G. Stephenson,https://www.verisk.com,VRSK," 22,730 "
ResMed,858,0," 2,607 ", 405 ," 7,240 ",Health Care,San Diego,CA,,no,no,yes, ,Michael J. Farrell,https://www.resmed.com,RMD," 21,301 "
Teleflex,859,0," 2,595 ", 462 ," 14,400 ",Health Care,Wayne,PA,,no,no,yes, ,Liam J. Kelly,https://www.teleflex.com,TFX," 13,580 "
New Jersey Resources,860,0," 2,592 ", 170 ," 1,108 ",Energy,Wall,NJ,,no,no,yes, ,Stephen D. Westhoven,https://www.njresources.com,NJR," 3,247 "
New Residential Investment,861,0," 2,586 ", 563 ," 3,387 ",Financials,New York,NY,,no,no,yes, ,Michael Nierenberg,https://www.newresi.com,NRZ," 2,082 "
Interactive Brokers Group,862,0," 2,580 ", 161 ," 1,643 ",Financials,Greenwich,CT,,no,no,yes, ,Milan Galik,https://www.interactivebrokers.com,IBKR," 3,313 "
Zayo Group Holdings,863,0," 2,578 ", 150 ," 3,781 ",Telecommunications,Boulder,CO,,yes,no,yes, ,Daniel P. Caruso,https://www.zayo.com,,
Herman Miller,864,0," 2,567 ", 161 ," 8,000 ",Household Products,Zeeland,MI,,no,yes,yes, ,Andrea R. Owen,https://www.hermanmiller.com,MLHR," 1,311 "
Grocery Outlet Holding,865,0," 2,560 ", 15 , 765 ,Food & Drug Stores,Emeryville,CA,,no,no,yes, ,Eric J. Lindberg Jr.,https://www.groceryoutlet.com,GO," 3,087 "
J.Crew Group,866,0," 2,540 ", (79)," 9,400 ",Retailing,New York,NY,,no,yes,no, ,Libby Wadle,https://www.jcrew.com,,
Century Communities,867,0," 2,536 ", 113 ," 1,460 ",Engineering & Construction,Greenwood Village,CO,,no,no,yes, ,Dale Francescon/Robert Francescon,https://www.centurycommunities.com,CCS," 1,341 "
Caesars Entertainment,868,0," 2,528 ", 81 ," 15,500 ","Hotels, Restaurants & Leisure",Reno,NV,,no,no,yes, ,Thomas R. Reeg,https://www.eldoradoresorts.com,CZR," 1,120 "
Catalent,869,0," 2,518 ", 137 ," 12,300 ",Health Care,Somerset,NJ,,no,no,yes, ,John R. Chiminski,https://www.catalent.com,CTLT," 8,045 "
Itron,870,0," 2,503 ", 49 ," 7,300 ",Industrials,Liberty Lake,WA,,no,no,yes, ,Thomas L. Deitrich,https://www.itron.com,ITRI," 2,242 "
M/I Homes,871,0," 2,500 ", 128 ," 1,401 ",Engineering & Construction,Columbus,OH,,no,no,yes, ,Robert H. Schottenstein,https://www.mihomes.com,MHO, 472 
Cboe Global Markets,872,0," 2,496 ", 375 , 823 ,Financials,Chicago,IL,,no,no,yes, ,Edward Tilly,https://www.cboe.com,CBOE," 9,450 "
IDEX,873,0," 2,495 ", 426 ," 7,439 ",Industrials,Lake Forest,IL,,no,no,yes, ,Eric D. Ashleman,https://www.idexcorp.com,IEX," 10,529 "
Belden,874,0," 2,492 ", (377)," 7,000 ",Industrials,St. Louis,MO,,no,no,no, ,Roel Vestjens,https://www.belden.com,BDC," 1,640 "
Curtiss-Wright,875,0," 2,488 ", 308 ," 9,100 ",Industrials,Davidson,NC,,no,yes,yes, ,Lynn M. Bamford,https://www.curtisswright.com,CW," 3,929 "
Cheesecake Factory,876,0," 2,483 ", 127 ," 46,250 ","Hotels, Restaurants & Leisure",Calabasas Hills,CA,,no,no,yes, ,David M. Overton,https://www.thecheesecakefactory.com,CAKE, 768 
Genesis Energy,877,0," 2,481 ", 96 ," 2,177 ",Energy,Houston,TX,,no,no,yes, ,Grant E. Sims,https://www.genesisenergy.com,GEL, 481 
GEO Group,878,0," 2,478 ", 167 ," 22,000 ",Business Services,Boca Raton,FL,,yes,no,yes, ,George C. Zoley,https://www.geogroup.com,GEO," 1,474 "
Patterson-UTI Energy,879,0," 2,471 ", (426)," 5,800 ",Energy,Houston,TX,,no,no,no, ,William A. Hendricks Jr.,https://www.patenergy.com,PTEN, 452 
Werner Enterprises,880,0," 2,464 ", 167 ," 12,736 ",Transportation,Omaha,NE,,no,no,yes, ,Derek J. Leathers,https://www.werner.com,WERN," 2,515 "
Ingersoll Rand,881,0," 2,452 ", 159 ," 6,600 ",Industrials,Davidson,NC,,no,no,yes, ,Vicente Reynal,https://www.irco.com,IR," 10,306 "
Verso,882,0," 2,444 ", 96 ," 3,700 ",Materials,Miamisburg,OH,,no,no,yes, ,Randy J. Nebel,https://www.versoco.com,VRS, 397 
Mueller Industries,883,0," 2,431 ", 101 ," 4,964 ",Industrials,Collierville,TN,,no,no,yes, ,Gregory L. Christopher,https://www.muellerindustries.com,MLI," 1,365 "
Nu Skin Enterprises,884,0," 2,420 ", 174 ," 24,900 ",Household Products,Provo,UT,,no,no,yes, ,Ritch N. Wood,https://www.nuskinenterprises.com,NUS," 1,214 "
Revlon,885,0," 2,420 ", (158)," 7,100 ",Household Products,New York,NY,,no,yes,no, ,Debra G. Perelman,https://www.revloninc.com,REV, 580 
Arista Networks,886,0," 2,411 ", 860 ," 2,300 ",Technology,Santa Clara,CA,,no,yes,yes, ,Jayshree Ullal,https://www.arista.com,ANET," 16,000 "
IDEXX Laboratories,887,0," 2,407 ", 428 ," 9,200 ",Health Care,Westbrook,ME,,no,no,yes, ,Jonathan J. Mazelsky,https://www.idexx.com,IDXX," 20,645 "
Align Technology,888,0," 2,407 ", 443 ," 14,530 ",Health Care,San Jose,CA,,no,no,yes, ,Joseph Hogan,https://www.aligntech.com,ALGN," 35,203 "
Waters,889,0," 2,407 ", 592 ," 7,467 ",Technology,Milford,MA,,no,no,yes, ,Udit Batra,https://www.waters.com,WAT," 11,316 "
Synovus Financial,890,0," 2,407 ", 564 ," 5,389 ",Financials,Columbus,GA,,no,no,yes, ,Kessel D. Stelling Jr.,https://www.synovus.com,SNV," 2,586 "
BrightView Holdings,891,0," 2,405 ", 44 ," 21,978 ",Business Services,Blue Bell,PA,,no,no,yes, ,Andrew V. Masterman,https://www.brightview.com,BV," 1,160 "
REV Group,892,0," 2,404 ", (12)," 8,040 ",Motor Vehicles & Parts,Milwaukee,WI,,no,no,no, ,Rodney N. Rushing,https://www.revgroup.com,REVG, 264 
Brown & Brown,893,0," 2,392 ", 399 ," 10,083 ",Financials,Daytona Beach,FL,,no,no,yes, ,J. Powell Brown,https://www.bbinsurance.com,BRO," 10,269 "
Valvoline,894,0," 2,390 ", 208 ," 7,900 ",Chemicals,Lexington,KY,,no,no,yes, ,Samuel J. Mitchell Jr.,https://www.valvoline.com,VVV," 2,467 "
Knights of Columbus,895,0," 2,388 ", 148 , 772 ,Financials,New Haven,CT,,no,no,yes, ,Carl A. Anderson,https://www.kofc.org,,
Central Garden & Pet,896,0," 2,383 ", 93 ," 5,550 ",Household Products,Walnut Creek,CA,,no,no,yes, ,Timothy P. Cofer,https://www.central.com,CENT," 1,441 "
Carpenter Technology,897,0," 2,380 ", 167 ," 5,100 ",Materials,Philadelphia,PA,,no,no,yes, ,Tony R. Thene,https://www.cartech.com,CRS, 932 
SLM,898,0," 2,380 ", 578 ," 1,900 ",Financials,Newark,DE,,no,no,yes, ,Jonathan W. Witter,https://www.salliemae.com,SLM," 3,039 "
Kennametal,899,0," 2,375 ", 242 ," 10,395 ",Industrials,Pittsburgh,PA,,no,no,yes, ,Christopher Rossi,https://www.kennametal.com,KMT," 1,544 "
LCI Industries,900,0," 2,372 ", 147 ," 10,500 ",Motor Vehicles & Parts,Elkhart,IN,,no,no,yes, ,Jason D. Lippert,https://www.lci1.com,LCII," 1,674 "
TrueBlue,901,0," 2,369 ", 63 ," 6,200 ",Business Services,Tacoma,WA,,no,no,yes, ,A. Patrick Beharelle,https://www.trueblue.com,TBI, 493 
Cimarex Energy,902,0," 2,363 ", (125), 987 ,Energy,Denver,CO,,no,no,no, ,Thomas E. Jorden,https://www.cimarex.com,XEC," 1,719 "
Splunk,903,0," 2,359 ", (337)," 5,800 ",Technology,San Francisco,CA,,no,no,no, ,Douglas S. Merritt,https://www.splunk.com,SPLK," 27,923 "
SiteOne Landscape Supply,904,0," 2,358 ", 78 ," 4,416 ",Wholesalers,Roswell,GA,,no,no,yes, ,Doug Black,https://www.siteone.com,SITE," 3,077 "
Hexcel,905,0," 2,356 ", 307 ," 6,977 ",Aerospace & Defense,Stamford,CT,,no,no,yes, ,Nick L. Stanage,https://www.hexcel.com,HXL," 3,100 "
FTI Consulting,906,0," 2,353 ", 217 ," 5,567 ",Business Services,Washington,DC,,no,no,yes, ,Steven H. Gunby,https://www.fticonsulting.com,FCN," 4,491 "
Party City Holdco,907,0," 2,349 ", (533)," 14,350 ",Retailing,Elmsford,NY,,no,no,no, ,Brad Weston,https://www.partycity.com,PRTY, 43 
Ohio National Mutual,908,0," 2,341 ", (68)," 1,109 ",Financials,Cincinnati,OH,,no,no,no, ,Gary T. Huffman,https://www.ohionational.com,,
Patrick Industries,909,0," 2,337 ", 90 ," 7,500 ",Materials,Elkhart,IN,,no,no,yes, ,Andy Nemeth,https://www.patrickind.com,PATK," 1,333 "
Cadence Design Systems,910,0," 2,336 ", 989 ," 8,078 ",Technology,San Jose,CA,,no,no,yes, ,Lip-Bu Tan,https://www.cadence.com,CDNS," 18,546 "
CDK Global,911,0," 2,333 ", 124 ," 9,000 ",Technology,Hoffman Estates,IL,,no,no,yes, ,Brian M. Krzanich,https://www.cdkglobal.com,CDK," 3,991 "
AvalonBay Communities,912,0," 2,325 ", 786 ," 3,122 ",Financials,Arlington,VA,,no,no,yes, ,Timothy J. Naughton,https://www.avalonbay.com,AVB," 20,712 "
Wabash National,913,0," 2,319 ", 90 ," 6,900 ",Motor Vehicles & Parts,Lafayette,IN,,no,no,yes, ,Brent L. Yeagy,https://www.wabashnational.com,WNC, 382 
Service Properties Trust,914,0," 2,316 ", 260 , 600 ,Financials,Newton,MA,,no,no,yes, ,John G. Murray,https://www.svcreit.com,SVC, 889 
Maxim Integrated Products,915,0," 2,314 ", 828 ," 7,131 ",Technology,San Jose,CA,,no,no,yes, ,,https://www.maximintegrated.com,MXIM," 13,095 "
People's United Financial,916,0," 2,312 ", 520 ," 6,305 ",Financials,Bridgeport,CT,,no,no,yes, ,John P. Barnes,https://www.peoples.com,PBCT," 4,793 "
Bio-Rad Laboratories,917,0," 2,312 "," 1,759 "," 8,120 ",Technology,Hercules,CA,,no,no,yes, ,Norman D. Schwartz,https://www.bio-rad.com,BIO," 10,491 "
Option Care Health,918,0," 2,310 ", (76)," 5,492 ",Health Care,Bannockburn,IL,,no,no,no, ,John C. Rademacher,https://www.optioncarehealth.com,OPCH," 1,673 "
Louisiana-Pacific,919,0," 2,310 ", (5)," 4,800 ",Materials,Nashville,TN,,no,no,no, ,W. Bradley Southern,https://www.lpcorp.com,LPX," 1,925 "
TEGNA,920,0," 2,300 ", 286 ," 6,883 ",Media,Tysons,VA,,no,no,yes, ,David T. Lougee,https://www.tegna.com,TGNA," 2,371 "
Teradyne,921,0," 2,295 ", 468 ," 5,400 ",Technology,North Reading,MA,,no,no,yes, ,Mark E. Jagiela,https://www.teradyne.com,TER," 9,026 "
Arch Resources,922,0," 2,294 ", 234 ," 3,700 ",Energy,St. Louis,MO,,no,no,yes, ,Paul A. Lang,https://www.archrsc.com/,ARCH, 438 
EPAM Systems,923,0," 2,294 ", 261 ," 36,739 ",Technology,Newtown,PA,,yes,no,yes, ,Arkadiy Dobkin,https://www.epam.com,EPAM," 18,183 "
WPX Energy,924,0," 2,292 ", 256 , 590 ,Energy,Tulsa,OK,,no,no,yes, ,Richard E. Muncrief,https://www.wpxenergy.com,," 1,706 "
Alpha Metallurgical Resources,925,0," 2,291 ", (316)," 4,360 ",Energy,Bristol,TN,,no,no,no, ,David J. Stetson,https://alphametresources.com,AMR, 43 
Ensign Group,926,0," 2,286 ", 111 ," 24,500 ",Health Care,San Juan Capistrano,CA,,no,no,yes, ,Barry R. Port,https://www.ensigngroup.net,ENSG," 2,013 "
First Horizon National,927,0," 2,278 ", 441 ," 4,994 ",Financials,Memphis,TN,,no,no,yes, ,D. Bryan Jordan,https://www.firsthorizon.com,FHN," 2,513 "
Wolverine World Wide,928,0," 2,274 ", 129 ," 4,000 ",Apparel,Rockford,MI,,no,no,yes, ,Blake W. Krueger,https://www.wolverineworldwide.com,WWW," 1,232 "
Vail Resorts,929,0," 2,272 ", 301 ," 23,000 ","Hotels, Restaurants & Leisure",Broomfield,CO,,no,no,yes, ,Robert A. Katz,https://www.vailresorts.com,MTN," 5,948 "
Benchmark Electronics,930,0," 2,268 ", 23 ," 10,600 ",Technology,Tempe,AZ,,no,no,yes, ,Jeffrey W. Benck,https://www.bench.com,BHE, 728 
HNI,931,0," 2,247 ", 111 ," 8,450 ",Household Products,Muscatine,IA,,no,no,yes, ,Jeffrey D. Lorenger,https://www.hnicorp.com,HNI," 1,076 "
F5 Networks,932,0," 2,242 ", 428 ," 5,325 ",Technology,Seattle,WA,,no,no,yes, ,,https://www.f5.com,FFIV," 6,484 "
Affiliated Managers Group,933,0," 2,240 ", 16 ," 4,000 ",Financials,West Palm Beach,FL,,no,no,yes, ,Jay C. Horgen,https://www.amg.com,AMG," 2,831 "
OGE Energy,934,0," 2,232 ", 434 ," 2,425 ",Energy,Oklahoma City,OK,,no,no,yes, ,Sean R. Trauschke,https://www.ogeenergy.com,OGE," 6,152 "
Universal,935,0," 2,227 ", 104 ," 28,000 ","Food, Beverages & Tobacco",Richmond,VA,,no,no,yes, ,George C. Freeman III,https://www.universalcorp.com,UVV," 1,091 "
BOK Financial,936,0," 2,226 ", 501 ," 5,107 ",Financials,Tulsa,OK,,no,no,yes, ,"Steven G, Bradshaw",https://www.bokf.com,BOKF," 2,996 "
ManTech International,937,0," 2,223 ", 114 ," 8,900 ",Technology,Herndon,VA,,no,no,yes, ,Kevin M. Phillips,https://www.mantech.com,MANT," 2,920 "
Summit Materials,938,0," 2,222 ", 59 ," 6,000 ",Materials,Denver,CO,,yes,yes,yes, ,Anne P. Noonan,https://www.summit-materials.com,SUM," 1,700 "
AMN Healthcare Services,939,0," 2,222 ", 114 ," 3,236 ",Health Care,Dallas,TX,,no,yes,yes, ,Susan R. Salka,https://www.amnhealthcare.com,AMN," 2,709 "
Groupon,940,0," 2,219 ", (22)," 6,345 ",Technology,Chicago,IL,,no,no,no, ,Aaron Cooper,https://www.groupon.com,GRPN, 556 
Newmark Group,941,0," 2,218 ", 117 ," 5,600 ",Financials,New York,NY,,no,no,yes, ,Barry M. Gosin,https://www.ngkf.com,NMRK, 754 
Fossil Group,942,0," 2,218 ", (52)," 10,200 ",Apparel,Richardson,TX,,no,no,no, ,Kosta N. Kartsotis,https://www.fossilgroup.com,FOSL, 166 
Modine Manufacturing,943,0," 2,213 ", 85 ," 12,200 ",Motor Vehicles & Parts,Racine,WI,,no,no,yes, ,Neil D. Brinker,https://www.modine.com,MOD, 165 
Griffon,944,0," 2,209 ", 37 ," 7,300 ",Materials,New York,NY,,no,no,yes, ,Ronald J. Kramer,https://www.griffon.com,GFF, 593 
Cypress Semiconductor,945,0," 2,205 ", 40 ," 5,871 ",Technology,San Jose,CA,,no,no,yes, ,Robert LeFort,https://www.cypress.com,," 8,713 "
Generac Holdings,946,0," 2,204 ", 252 ," 5,551 ",Industrials,Waukesha,WI,,no,no,yes, ,Aaron Jagdfeld,https://www.generac.com,GNRC," 11,813 "
Matson,947,0," 2,203 ", 83 ," 1,988 ",Transportation,Honolulu,HI,,no,no,yes, ,Matthew J. Cox,https://www.matson.com,MATX," 1,318 "
Genesco,948,0," 2,197 ", 61 ," 13,850 ",Retailing,Nashville,TN,,no,yes,yes, ,Mimi Eckel Vaughn,https://www.genesco.com,GCO, 196 
Nordson,949,0," 2,194 ", 337 ," 7,579 ",Industrials,Westlake,OH,,no,no,yes, ,Sundaram Nagarajan,https://www.nordson.com,NDSN," 7,815 "
NewMarket,950,0," 2,190 ", 254 ," 2,118 ",Chemicals,Richmond,VA,,no,no,yes, ,Thomas E. Gottwald,https://www.newmarket.com,NEU," 4,284 "
Echo Global Logistics,951,0," 2,185 ", 15 ," 2,539 ",Transportation,Chicago,IL,,no,no,yes, ,Douglas R. Waggoner,https://www.echo.com,ECHO, 458 
Rexnord,952,0," 2,175 ", 34 ," 6,700 ",Industrials,Milwaukee,WI,,no,no,yes, ,Todd A. Adams,https://www.rexnordcorporation.com,RXN," 2,761 "
Incyte,953,0," 2,159 ", 447 ," 1,456 ",Health Care,Wilmington,DE,,no,no,yes, ,,https://www.incyte.com,INCY," 15,875 "
Fortinet,954,0," 2,156 ", 327 ," 7,082 ",Technology,Sunnyvale,CA,,yes,no,yes, ,Ken Xie,https://www.fortinet.com,FTNT," 18,950 "
Foundation Building Materials,955,0," 2,155 ", 40 ," 3,500 ",Wholesalers,Santa Ana,CA,,no,no,yes, ,Ruben D. Mendoza,https://www.fbmsales.com,FBM, 445 
AAR,956,0," 2,148 ", 8 ," 5,650 ",Aerospace & Defense,Wood Dale,IL,,no,no,yes, ,John M. Holmes,https://www.aarcorp.com,AIR, 623 
Centric Brands,957,0," 2,147 ", (274)," 3,250 ",Apparel,New York,NY,,no,no,no, ,Jason Rabin,https://www.centricbrands.com,CTRC, 66 
Edgewell Personal Care,958,0," 2,141 ", (372)," 6,000 ",Household Products,Shelton,CT,,no,no,no, ,Rod R. Little,https://www.edgewell.com,EPC," 1,308 "
Federated Mutual Insurance,959,0," 2,135 ", 230 ," 2,638 ",Financials,Owatonna,MN,,no,no,yes, ,Michael G. Kerr,https://www.federatedinsurance.com,,
Schnitzer Steel Industries,960,0," 2,133 ", 56 ," 3,363 ",Materials,Portland,OR,,no,yes,yes, ,Tamara L. Lundgren,https://www.schnitzersteel.com,SCHN, 354 
Portland General Electric,961,0," 2,123 ", 214 ," 2,949 ",Energy,Portland,OR,,no,yes,yes, ,Maria M. Pope,https://www.portlandgeneral.com,POR," 4,289 "
Gray Television,962,0," 2,122 ", 179 ," 7,465 ",Media,Atlanta,GA,,no,no,yes, ,Hilton H. Howell Jr.,https://www.gray.tv,GTN," 1,072 "
BGC Partners,963,0," 2,104 ", 56 ," 5,200 ",Financials,New York,NY,,no,no,yes, ,Howard W. Lutnick,https://www.bgcpartners.com,BGCP, 894 
EchoStar,964,0," 2,098 ", (63)," 2,300 ",Technology,Englewood,CO,,no,no,no, ,Michael T. Dugan,https://www.echostar.com,SATS," 3,127 "
Beazer Homes USA,965,0," 2,088 ", (80)," 1,205 ",Engineering & Construction,Atlanta,GA,,no,no,no, ,Allan P. Merrill,https://www.beazer.com,BZH, 202 
LHC Group,966,0," 2,080 ", 96 ," 22,785 ",Health Care,Lafayette,LA,,yes,no,yes, ,Keith G. Myers,https://www.lhcgroup.com,LHCG," 4,420 "
